,Login,Namespace,Pontuação
4288,sara.gabriel,amadeus,4.0039
4289,sara.lizandra,colegiodasamericas,4.5286
4290,sara.ruana,acessohauer,2.545
4291,sara.silva,stellamarisaguaverde,2.5655
4292,saraaraujo,colegiointegral,3.501
4293,sarabncz,brasilcursinhos,2.5054
4294,sarah.bortucan,itamarati,2.5118
4295,sarah.elizabeth,colegioeag,4.8664000000000005
4296,sarah.habilis,souhabilis,1.5001
4297,sarah.lira,colegioeag,2.6233000000000004
4298,sarahalice,conexaosaber,1.5074
4299,sas.admin,alfacembilingue,0.0
4300,sas.demonstracao,sas,2.704
4301,sas.prof,dante,3.5021
4302,sas.professor,arena,0.0
4303,sas1104256,santoamerico,5.0007
4304,sas1111985,porto,2.5019
4305,sas1112908,porto,2.0007
4306,sas1112912,porto,1.5004
4307,sas1112914,porto,2.5021
4308,sas1112915,porto,1.0001
4309,sas1112917,porto,1.0039
4310,sas1119972,porto,2.5079000000000002
4311,sas1151101,benjaminconstant,2.5002
4312,sas1170056,porto,6.0039
4313,sas1170057,porto,3.0002
4314,sas1174545,santoamerico,1.0016
4315,sas1175077,porto,3.0023999999999997
4316,sas1175081,porto,3.5027999999999997
4317,sas1175082,porto,2.5087
4318,sas1175086,porto,2.0004
4319,sas1175087,porto,3.5008999999999997
4320,sas1175088,porto,1.0001
4321,sas1175092,porto,3.0003
4322,sas1178436,porto,1.0001
4323,sas1207516,santoamericoteste,5.501
4324,sas1207536,santoamerico,2.0065999999999997
4325,sas1207701,santoamericoteste,1.0001
4326,sas1226402,santoamerico,5.0012
4327,sas1230441,santoamerico,1.0001
4328,sas1230442,santoamerico,5.5005
4329,sas1230444,santoamerico,5.004300000000001
4330,sas1264770,santoamerico,5.0817000000000005
4331,sas1264771,santoamerico,4.5391
4332,sas1264772,santoamerico,2.5295
4333,sas1264773,santoamerico,2.5427999999999997
4334,sas1264774,santoamerico,4.5769
4335,sas1264775,santoamerico,3.5327
4336,sas1264776,santoamerico,2.0346
4337,sas1264777,santoamerico,3.0290999999999997
4338,sas1264778,santoamerico,3.5370999999999997
4339,sas1264779,santoamerico,1.5347
4340,sas1264780,santoamerico,1.53
4341,sas1264782,santoamerico,2.5401
4342,sas1264783,santoamerico,4.5174
4343,sas1264784,santoamerico,5.0236
4344,sas1264785,santoamerico,2.6108000000000002
4345,sas1264786,santoamerico,2.0301
4346,sas1264787,santoamerico,3.5216000000000003
4347,sas1264788,santoamerico,3.5773
4348,sas1264789,santoamerico,1.0206
4349,sas1264790,santoamerico,4.5562000000000005
4350,sas1264791,santoamerico,3.5275
4351,sas1264793,santoamerico,1.0335
4352,sas1264794,santoamerico,2.5297
4353,sas1264795,santoamerico,2.5558
4354,sas1264796,santoamerico,3.5151000000000003
4355,sas1264797,santoamerico,2.5202999999999998
4356,sas1264798,santoamerico,2.0079000000000002
4357,sas1264799,santoamerico,2.5140000000000002
4358,sas1264801,santoamerico,4.522
4359,sas1264802,santoamerico,3.5305
4360,sas1264803,santoamerico,1.0266
4361,sas1264804,santoamerico,3.5459999999999994
4362,sas1264805,santoamerico,6.017099999999999
4363,sas1264806,santoamerico,2.0521000000000003
4364,sas1264807,santoamerico,2.5145
4365,sas1264808,santoamerico,3.5226
4366,sas1264809,santoamerico,3.5122
4367,sas1264810,santoamerico,1.064
4368,sas1264811,santoamerico,2.5762
4369,sas1264812,santoamerico,2.5575
4370,sas1264813,santoamerico,2.5324
4371,sas1264814,santoamerico,1.0876
4372,sas1264815,santoamerico,5.5005
4373,sas1264816,santoamerico,2.525
4374,sas1264817,santoamerico,3.0289
4375,sas1264818,santoamerico,3.5195999999999996
4376,sas1264819,santoamerico,4.0256
4377,sas1264820,santoamerico,1.0002
4378,sas1264821,santoamerico,3.5382
4379,sas1264822,santoamerico,3.0004999999999997
4380,sas1264823,santoamerico,3.5012999999999996
4381,sas1264824,santoamerico,2.5144
4382,sas1264825,santoamerico,3.5243
4383,sas1264826,santoamerico,3.5448
4384,sas1264827,santoamerico,2.5347
4385,sas1264828,santoamerico,3.0345
4386,sas1274882,santoamerico,2.5446
4387,sas1279610,porto,1.0019
4388,sas1279616,porto,3.5149999999999997
4389,sas1279845,porto,2.5012
4390,sas1280113,porto,2.5004
4391,sas1280173,porto,1.5004
4392,sas1280217,porto,2.501
4393,sas1351153,porto,3.5023999999999997
4394,sas1368093,francobrasileiro,1.5002
4395,sas1368095,francobrasileiro,1.5001
4396,sas1368098,francobrasileiro,1.5001
4397,sas1368099,francobrasileiro,1.5004
4398,sas1368100,francobrasileiro,1.5003
4399,sas1372279,santoamerico,1.0199
4400,sas1405017,liessin,1.5001
4401,sas1405018,liessin,4.5008
4402,sas1405019,liessin,1.0002
4403,sas1405020,liessin,2.0039
4404,sas1405022,liessin,3.0015
4405,sas1416237,liessinbarra,5.002699999999999
4406,sas1416251,liessinbarra,2.0052000000000003
4407,sas1416255,liessinbarra,1.5001
4408,sas1416257,liessinbarra,1.5001
4409,sas1476091,francobrasileiro,2.5015
4410,sas1476098,francobrasileiro,2.5003
4411,sas1498062,porto,3.5063
4412,sas1498082,porto,5.0007
4413,sas1498745,porto,1.0001
4414,sas1500237,liessin,3.0004999999999997
4415,sas1503831,porto,6.000699999999999
4416,sas1503832,porto,2.5002
4417,sas1504199,porto,3.5007
4418,sas1506488,santoamerico,3.0088
4419,sas1522321,santoamerico,1.0037
4420,sas1545457,porto,1.5133
4421,sas1549651,dante,4.0008
4422,sas1550731,santoamerico,3.5252
4423,sas1564931,porto,2.5003
4424,sas1564933,porto,1.0001
4425,sas1569106,forumcultural,2.0007
4426,sas1573704,navegasas,3.5004999999999997
4427,sas1574551,santoamerico,4.5241
4428,sas1575539,santoamerico,5.0037
4429,sas1575556,santoamerico,3.0084999999999997
4430,sas1591638,riobrancocampinas,2.5003
4431,sas753057,escolamaster,1.5007
4432,sas757614,escolamaster,1.5003
4433,sas785937,sagradafamilia,1.5004
4434,sas785950,sagradafamilia,1.5001
4435,sas785962,sagradafamilia,1.5001
4436,sas785983,sagradafamilia,1.5005
4437,sas809259,sagradafamilia,3.5115999999999996
4438,sasadriana1,sasadapt,1.0001
4439,sasana4,saseducacao,1.5001
4440,sasbruno2,saseducacao,1.5001
4441,sasclaudio,sasadapt,1.5001
4442,sasgabriela2,sasadapt,3.5004
4443,sasgiovana,saseducacao,2.0006
4444,sasisaac,sasadapt,1.0001
4445,sasleandro1,sasadapt,1.0001
4446,sasmiguel1,sasadapt,1.5001
4447,sasprofessor,sasadapt,4.5063
4448,sasprofessor10,saseducacao,3.5006
4449,sasrafaela5,saseducacao,3.5173
4450,savio.carlos,overmossoro,3.5032
4451,secretaria.marilia,mariliamattoso,1.0323
4452,selma.desouza,itamarati,3.5442
4453,selmacarvalho,colegiointegral,1.0162
4454,sergio.almeida,elitecuritiba,2.0557999999999996
4455,sergio.endo.universitario,universitariolondrina,1.0286
4456,sergio.junior,acessofazendariogrande,2.0247
4457,sergio.lopes,overpontanegra,2.0027
4458,sergioa76,colegiointegral,4.5098
4459,sergiomagalhaes,colegiointegral,1.5018
4460,sergioribeiro,integradaeducativa,2.5127
4461,serios,serios,3.5012
4462,shaiane.vieira,acessosjpinhais,2.0014000000000003
4463,sheila.borba,stellamarisaguaverde,2.0427
4464,sheila.marafigo,acessofazendariogrande,3.5171
4465,sheila.santos,mariliamattoso,2.0151
4466,sherkenhoff,eacorcovado,2.0401
4467,shirleide.santos,amadeus,1.0305
4468,shirlene.pessoa,physicscidadenova,1.032
4469,shirley.colonheis1,universobarcarena,2.5071
4470,shirley.medeiros,physicsaugustomontenegro,3.002
4471,shirley.neves,colegiobrasilia,2.5478
4472,shizuokumasaka10,faculdadeflamingo,2.0155000000000003
4473,sibelius.sb,cursoisfera,1.0013
4474,siddhartha.giese,acessosjpinhais,1.0308
4475,siddhartha.kumar,acessosantafelicidade,2.0252
4476,sidnei.christoff,acessoboqueirao,1.0292
4477,sidney.almeida.universitario,universitariolondrina,3.016
4478,sigrid.franca,itamarati,1.5002
4479,sildetecorreia,ceabb,4.5752999999999995
4480,silmar.martins,stellamarisjuveve,2.57
4481,silva.gabriela,physicsalcindocacela,1.0022
4482,silvana.campos,stellamarisxaxim,2.5288000000000004
4483,silvana.diogo,stellamarisaguaverde,2.5097
4484,silvana.sadzinski,acessosantafelicidade,2.526
4485,silvane.almeida,physicsaugustomontenegro,3.5629
4486,silvia.ambrozio,colegiouirapuru,1.5005
4487,silvia.santana,stellamarisaguaverde,4.0506
4488,silviaoliveira,amadeus,1.5055
4489,silviasilva10,faculdadeflamingo,3.5071
4490,silvio.meirelles,mariliamattoso,1.0067
4491,silvio.sawaya,oficinadoestudante,1.0034
4492,silvioamalfi10,faculdadeflamingo,2.0041
4493,silviovieira,amadeus,2.5068
4494,simo.fati,colegiobrasilia,3.5681000000000003
4495,simone.adelaide,acessoalmirantetamandare,1.0218
4496,simone.barbosa,aescobjetivo,2.5299
4497,simone.costa.universitario,universitariolondrina,2.0041
4498,simone.lassala,aescobjetivo,1.0381
4499,simone.maria,stellamarisxaxim,2.5609
4500,simone.neves.universitario,universitariolondrina,3.0645
4501,simone.oliveira,acessoboqueirao,1.0096
4502,simone.soares,overpontanegra,2.0007
4503,simone.vieira,universobarcarena,1.0303
4504,simone.zamperon,acessofazendariogrande,4.5059000000000005
4505,simonecassia10,faculdadeflamingo,4.5028
4506,simonechagas,amadeus,2.5046999999999997
4507,simonecristina,colegioguilhermedealmeida,4.0106
4508,simonegalaverna,colegiodasamericas,2.5053
4509,simonenunes,colegioguilhermedealmeida,5.0286
4510,simoni.molina,acessoalmirantetamandare,2.5008999999999997
4511,simonitalalima,overmossoro,2.5089
4512,sintiadias,amadeus,2.5061
4513,sirlei.da,acessoalmirantetamandare,2.5765000000000002
4514,sirlene.barros,physicscidadenova,3.0076
4515,sirlene.diogenes,overmossoro,2.002
4516,sofia.souza,educarse,2.5015
4517,sola.mian.brasilia,colegiobrasilia,2.0579
4518,solangeaparecida,colegioguilhermedealmeida,6.0365
4519,sonia.aguiar,cem,3.5382
4520,sonia.alexandr,colegioeag,2.5418000000000003
4521,sonia.atherino,stellamarisxaxim,2.5117000000000003
4522,sonia.gusman,itamarati,2.5136000000000003
4523,sonia.ribeiro.universitario,universitariolondrina,2.0368
4524,sonia.sita.universitario,universitariolondrina,2.0223
4525,sophiasaturnino,brasilcursinhos,2.5003
4526,soraya.sacramento1,universobarcarena,2.5071000000000003
4527,stefane.barbosa,stellamarisjuveve,2.5069
4528,stela.pieri,adrianochan,3.5481000000000003
4529,stelle.costa,colegiosete,1.5007
4530,suel.cust,colegiobrasilia,2.0022
4531,suelem.antonio,acessosjpinhais,2.0176
4532,suelen.alves,apogeustoantonio2,2.5058
4533,sueli.machado,provaspoliedro,1.0024
4534,suelimartins,colegiobrasilia,2.0801
4535,suelin.laurindo,acessosjpinhais,5.5898
4536,suellen.senna,stellamarisaguaverde,2.5046
4537,suplementos.medio,sas,1.0001
4538,suyane.lira,overmossoro,3.5494000000000003
4539,suzana.souza,physicsumarizal,4.5833
4540,suzanquele.dias,stellamarisxaxim,1.0026
4541,tacila.rayane,colegiosete,3.0015
4542,tacyanamoreira,colegiointegral,2.5022
4543,taiane.couto,physicsalcindocacela,1.0022
4544,taiane.silva.universitario,universitariolondrina,3.5787000000000004
4545,tainara.oliveira,physicsaugustomontenegro,2.5519
4546,tais.cneves,physicsconselheirofurtado,1.1596
4547,talita.alves,stellamarisxaxim,2.6012
4548,talita.barrosa,physicsalcindocacela,2.504
4549,talita.cavalcante.universitario,universitariolondrina,2.5034
4550,talita.dasilva,physicsaugustomontenegro,1.0061
4551,talita.inspira,amais,3.5092
4552,talitaariela,villalobos,3.5437000000000003
4553,talitateixeira,colegioguilhermedealmeida,2.5394
4554,tamajoara.proeca,elitecuritibaemilianoperneta,1.0119
4555,tamajoara.proenca,acessoboqueirao,1.0278
4556,tamara.oliveira,colegioeag,3.5076
4557,tamyris.kempner,acessocampolargo,1.0664
4558,tania.decamargo,itamarati,2.0781
4559,targolo,colegiointegral,4.529300000000001
4560,tassio.castro,overmossoro,2.0054999999999996
4561,tati.mari,colegiobrasilia,3.584
4562,tatiana.costa,colegioguilhermedealmeida,1.5068
4563,tatiana.gomes,colegiouniverso,2.054
4564,tatiana.over,overmossoro,3.5105
4565,tatiana.pasin,colegiouirapuru,1.5006
4566,tatiana.silva,profederal,2.0128000000000004
4567,tatiane.cristina,acessofazendariogrande,1.0272000000000001
4568,tatiane.santos,stellamarisxaxim,1.0059
4569,tatiane.souza,physicsconselheirofurtado,2.0145999999999997
4570,tatiane.veigas.universitario,universitariolondrina,4.5273
4571,tatianepaschoa,ceabb,3.0143
4572,tauyllin.bruno,acessopinhais,2.5037000000000003
4573,taylorfp21,apogeustoantonio2,1.5023
4574,tborges,eacorcovado,2.5037
4575,teatroronaldo,spdacruz,2.5007
4576,tecnico4,educamais,1.0002
4577,teo.sidarta,crb,2.5003
4578,teresaveloso,colegiointegral,3.6692
4579,tereza.gillet,physicsconselheirofurtado,3.5035000000000003
4580,tereza.nunes,colegioeducallis,2.5023
4581,terezinha.salvador,acessocampolargo,2.0438
4582,tfreitas,colegiointegral,2.5231000000000003
4583,thacyane.reis,colegioeducallis,1.5016
4584,thainaazevedo,colegioecursodesafio,4.019
4585,thainakilvia,colegioecursodesafio,2.0423999999999998
4586,thais.camara,mariliamattoso,2.5138999999999996
4587,thais.mattos,integra,2.0113000000000003
4588,thais.paiva,itamarati,1.0001
4589,thais.pelaquim,aescobjetivo,3.5561
4590,thais.presa,colegiojoaopaulo,5.5304
4591,thaisa.melo,elitecuritibaemilianoperneta,1.0009
4592,thaismarson,villalobos,1.5091
4593,thaisr1,eccos,2.5011
4594,thaissa.fatima,universobarcarena,3.5039
4595,thalassa.travascio,mariliamattoso,1.0105
4596,thalita.carmo,mariliamattoso,1.0078
4597,thalyta.duma,acessofazendariogrande,2.5119999999999996
4598,thamires.rossana,stellamarisaguaverde,2.572
4599,thanimafra,colegiointegral,5.5085
4600,thauana.gomes,itamarati,3.5172
4601,thaynara.albuquerque,overpontanegra,1.0002
4602,thaynara.costa,physicscidadenova,1.0068
4603,thaynara.rodrigues,cursoenfase,1.0014
4604,thays.silva,stellamarisaguaverde,1.0294
4605,thaysa.franco,acessoboqueirao,1.0263
4606,thaysa.lima,universobarcarena,1.0139
4607,thia.sore,colegiobrasilia,2.0628
4608,thiago.assis,aescobjetivo,3.5364000000000004
4609,thiago.avansi,aescobjetivo,3.5071
4610,thiago.carvalho,colegioglobal,1.5002
4611,thiago.dasilva,physicsaugustomontenegro,2.5012999999999996
4612,thiago.luis,acessoboqueirao,2.0069999999999997
4613,thiago.mayron,acessosantafelicidade,3.5423
4614,thiago.mendes,acessoboqueirao,1.0035
4615,thiago.nunes,colegiojoaopaulo,2.0019
4616,thiago.paes.universitario,universitariolondrina,2.0002
4617,thiago.pavan,provaspoliedro,1.0003
4618,thiago.pereira,colegiosete,1.5008
4619,thiago.reis,nucleocriativo,2.0179
4620,thiago.souza,cursoenfase,2.5027999999999997
4621,thiago.vasconcelos,stellamarisxaxim,3.5195
4622,thiago.vinicius,stellamarisaguaverde,0.0
4623,thiago.xavier,master,1.5014
4624,thiago.zeni,acessosjpinhais,2.0046999999999997
4625,thiago126,colegioecursodesafio,3.5351
4626,thiagoandrade,apogeustoantonio2,1.0155
4627,thiagobazani,villalobos,2.512
4628,thiagoborges,colegiobilac,1.5031
4629,thiagonascimento,colegioecursodesafio,2.0431
4630,thifany.mendes,physicsaugustomontenegro,2.0036
4631,thomas.jefferson,physicsalmirantebarroso,2.0042
4632,thompson,cursoenfase,2.5023999999999997
4633,thompson.alvarenga,colegiouniverso,2.5025
4634,thompson.prado,physicsalcindocacela,2.5177
4635,thyago.leal,casdvest,2.0088
4636,tiago.calixto,colegioflamingo,3.5231999999999997
4637,tiago.fontana,casdvest,2.0039
4638,tiago.hudler,casdvest,1.0022
4639,tiago.lemes,elitecuritiba,2.059
4640,tiago.malaquias,colegioflamingo,3.0008999999999997
4641,tiago.pereira,stellamarisjuveve,2.0083
4642,tiagogrionnunes,villalobos,3.5232
4643,tiberioaugustoo,maplebearslz,1.0001
4644,timeadapt,saseducacao,5.5009
4645,tininhaduarte,ceabb,1.0211
4646,tmartins2,eacorcovado,2.5158
4647,tmedeiros,colegiointegral,5.0065
4648,tmiranda,eacorcovado,2.5331
4649,tony.serur,elitecuritiba,2.0477
4650,tormundo,colegiointegral,3.5376
4651,univaldo.buranello.universitario,universitariolondrina,3.5262000000000002
4652,universo2021,colegiouniverso,1.0003
4653,universoclaudia,universobarcarena,1.0667
4654,upsolutions,sas,2.5529
4655,vagner.pinto.universitario,universitariolondrina,2.5129
4656,vagno.carvalho,colegiouniverso,4.5085
4657,valdelino.silva,physicsmacapa,2.5072
4658,valeria.cordeiro,acessosjpinhais,2.5384
4659,valeria.ferreira,mariliamattoso,2.0006
4660,valeria.marjorie,conexaosaber,2.5125
4661,valeria.rosa,physicsmacapa,1.0153
4662,valeriadepieri,villalobos,2.5117000000000003
4663,valquiria.eloise,acessocampolargo,2.0126999999999997
4664,valquiria.lino,mariliamattoso,2.5035
4665,valquiria.silva,colegiosete,4.0005
4666,valsantosargemiro,isem,2.0126
4667,valtecia,overabelcabral,1.1902
4668,valteralexandre,villalobos,3.5106
4669,vandecleideq68,maplebearslz,1.5001
4670,vanderleisantos10,faculdadeflamingo,2.0244999999999997
4671,vanessa.albuquerque,physicsbatistacampos,3.5586
4672,vanessa.bendotti,stellamarisxaxim,1.0001
4673,vanessa.caraponale,institutoeurofarma,4.5256
4674,vanessa.dias,itamarati,2.5194
4675,vanessa.galvao,colegiopremium,5.0038
4676,vanessa.goncalves.universitario,universitariolondrina,2.5477
4677,vanessa.greco,acessosjpinhais,2.0886
4678,vanessa.paes.universitario,universitariolondrina,2.001
4679,vanessa.pereira,casdvest,1.0012
4680,vanessa.sauer,stellamarisaguaverde,1.0012
4681,vanessacurriel,colegioguilhermedealmeida,1.5507
4682,vanguarda,casdinhosjc,2.5016999999999996
4683,vania.regina,acessocampolargo,3.5200000000000005
4684,vania.savio,acessocampolargokids,1.5019
4685,veneziani,spdacruz,4.5285
4686,veronica.rodrighero,casdvest,1.0008
4687,vianagab,brasilcursinhos,3.502
4688,vicente.paulo,insa,2.0074
4689,victor.franca,casdvest,1.5001
4690,victor.haony,cem,4.054
4691,victor.hugooliv,casdvest,3.5028999999999995
4692,victor.oliveira,colegiouniverso,2.5007
4693,victor.silva.tona,casdvest,1.0098
4694,victorabr,alpha,3.5380999999999996
4695,victorcesar,colegioecursodesafio,2.5183999999999997
4696,victorepg,apogeustoantonio2,2.5008999999999997
4697,victorfortinizarrella,villalobos,2.5175
4698,victoria.catarina,casdvest,1.0038
4699,victoria.pinheiro,physicsumarizal,3.5404
4700,victoria.silva,physicsalcindocacela,2.0968999999999998
4701,villa1190,villalobos,2.5053
4702,villa3130,villalobos,3.0426
4703,vilma.pedro,stellamarisaguaverde,2.5055
4704,vilmara.goronzi,stellamarisaguaverde,2.5067000000000004
4705,vinicius.bonavides,casdvest,2.0048
4706,vinicius.ferreira1,universobarcarena,3.5028
4707,vinicius.lima.universitario,universitariolondrina,1.005
4708,vinicius.salvestro,colegiouirapuru,1.5029
4709,vinicius.zambom,provaspoliedro,1.0001
4710,viniciusbrito99,alpha,3.5035
4711,viniciusfaria,spdacruz,2.0481
4712,viniciusmagno,spdacruz,2.5214
4713,viniciusvieira,colegioecursodesafio,2.5042
4714,viniciusvm96,primeirodemaio,1.0019
4715,virginia.lima,physicsaugustomontenegro,2.518
4716,virginia.silva,colegioeag,2.5134
4717,virginie.isber,elitecuritibaemilianoperneta,2.5168999999999997
4718,virginie.pierin,acessoboqueirao,4.5792
4719,vitor.gagliardi,brasilcursinhos,3.5081999999999995
4720,vitor.martins,casdvest,2.0033000000000003
4721,vitor.melo,colegioeag,2.5199
4722,vitor.sposito,educarse,2.5031
4723,vitoria.seabra,universobarcarena,1.0273
4724,vitoriacaroline96,primeirodemaio,3.5014
4725,vitoriagirol,villalobos,3.5274
4726,vitormessias33,primeirodemaio,1.0006
4727,viva.sant.prof,colegiobrasilia,2.1310000000000002
4728,vivian.piazza.universitario,universitariolondrina,2.0703
4729,viviana.barbosa,aescobjetivo,1.0033
4730,viviane.medeiros,colegiodasamericas,3.5839000000000003
4731,viviane.rosa,cem,3.5517
4732,viviane.rosemeire,aescobjetivo,1.097
4733,viviane09,colegioecursoprogressao,1.0275
4734,vivianecsilva,spdacruz,2.5003
4735,viviansousa.chan,conexaosaber,1.5197
4736,viviany.lira,colegiosete,2.5067
4737,vjdias,colegiobrasilia,2.1624999999999996
4738,vladir,colegioiguatemy,2.0023
4739,vladmir,colegiointegral,2.5088999999999997
4740,vsousa,colegiointegral,1.211
4741,wagner.bensaba,physicsbatistacampos,1.5019
4742,wagner.freitas,nucleocriativo,1.0068
4743,wagner.ribeiro,physicsaugustomontenegro,4.0116
