,namespace,owner,"Média de conteúdos selecionados, curados ou criados por mês"
3044,overabelcabral,NAOMI.SUASSUNA.ABEL,9.0
3045,overabelcabral,PHILLIPE.CASTRO.ABEL,31.75
3046,overabelcabral,RAFAEL.ANDERSON.ABEL,10.4
3047,overabelcabral,REGIS.MIKHAIL.ABEL,41.0
3048,overabelcabral,ROBERTO.MEDEIROS.ABEL,10.67
3049,overabelcabral,RODRIGO.CAVALCANTI.ABEL,6.4
3050,overabelcabral,SHIRLEY.MELO.ABEL,98.8
3051,overabelcabral,SIBELA.COORD,589.4
3052,overabelcabral,SUELI.APARECIDA.ABEL,69.4
3053,overabelcabral,Stephanie.Brito,3.0
3054,overabelcabral,TACIANA.DOS.ABEL,56.2
3055,overabelcabral,TAINA.COSTA.ABEL,116.8
3056,overabelcabral,THIAGO.MAGALHAES.ABEL,6.4
3057,overabelcabral,VALCLEA.BARBOSA.ABEL,42.2
3058,overabelcabral,VINICIO.DE.ABEL,159.4
3059,overabelcabral,WILLIANS.DE.ABEL,32.0
3060,overabelcabral,jonasstanley,1.0
3061,overabelcabral,profjorgeluis,37.2
3062,overabelcabral,rafael.alves,40.0
3063,overabelcabral,valtecia,231.0
3064,overjoaopessoa,ADRIANA.SOUZA,28.5
3065,overjoaopessoa,ADRIANO.LIMA,1.5
3066,overjoaopessoa,ANTONIO.MELO.JP,19.0
3067,overjoaopessoa,EDLA.AUXILIAR,35.0
3068,overjoaopessoa,JEFERSON.NOGUEIRA.JP,7.2
3069,overjoaopessoa,LUIS.FERNANDES,20.0
3070,overjoaopessoa,Luiz.Neto,4.75
3071,overjoaopessoa,Patricia.Dias,18.25
3072,overjoaopessoa,Plinio.Silva,45.33
3073,overjoaopessoa,Rhuan.Mendes,4.0
3074,overjoaopessoa,THIAGO.MENEZES.JP,12.8
3075,overjoaopessoa,Tayna.Olegario,7.67
3076,overjoaopessoa,antonio.fernando,3.5
3077,overjoaopessoa,camila.over,28.4
3078,overjoaopessoa,direcao.anaflavia,31.4
3079,overjoaopessoa,dominick.farias,9.67
3080,overjoaopessoa,emanuella.brunet,167.0
3081,overjoaopessoa,evandro.brandao,14.33
3082,overjoaopessoa,fabio.ribeiro,11.5
3083,overjoaopessoa,hugo.rafael,15.5
3084,overjoaopessoa,jayro.ricardo,17.5
3085,overjoaopessoa,karla.cilene,15.67
3086,overjoaopessoa,laergia.mirelly,10.0
3087,overjoaopessoa,larissa.amaro,10.5
3088,overjoaopessoa,rafael.alves,40.0
3089,overlimaesilva,ANA.DAMASCENO,57.0
3090,overlimaesilva,Ana.Marinho,94.8
3091,overlimaesilva,CASSIA.PINHEIRO,13.75
3092,overlimaesilva,ELISANGELA.LIMA,45.75
3093,overlimaesilva,ELIZABETH.SENA,36.75
3094,overlimaesilva,JHONATAN.CRUZ,81.0
3095,overlimaesilva,Josemeire.Silva,68.5
3096,overlimaesilva,Juliana.Braga,10.6
3097,overlimaesilva,LEILA.MARTINS,79.4
3098,overlimaesilva,Lidiane.Lopes,9.8
3099,overlimaesilva,MARIA.ROCHA,11.0
3100,overlimaesilva,Maria.Oliveira,90.6
3101,overlimaesilva,SAULO.TH.LS,9.5
3102,overlimaesilva,TAINA.OLIVEIRA,13.6
3103,overlimaesilva,UBANEY.ANDRADE,93.75
3104,overlimaesilva,ULIANA.CLEMENTE,42.2
3105,overlimaesilva,alexandra.vasconselos,166.4
3106,overlimaesilva,ivanessa.costa,102.0
3107,overlimaesilva,jeane.silva,7.6
3108,overmarciliofurtado,ADILSON.JUNIOR.MC,19.0
3109,overmarciliofurtado,ADRIANA.VARELA.MC,72.6
3110,overmarciliofurtado,ADRYANO.GARCAO.MC,8.0
3111,overmarciliofurtado,ALEX.CIRIACO.MC,24.4
3112,overmarciliofurtado,ANTONIO.MELO.MC,14.2
3113,overmarciliofurtado,BRUCE.SILVA.MC,34.4
3114,overmarciliofurtado,BRUNA.PEREIRA.MC,37.4
3115,overmarciliofurtado,CAMILA.DESIDERIO.MC,13.4
3116,overmarciliofurtado,CARLOS.MACIEL.MC,4.8
3117,overmarciliofurtado,CESAR.CAMILO.MC,10.75
3118,overmarciliofurtado,CLEBER.FININHO,9.4
3119,overmarciliofurtado,CRISTIANO.MICUSSI.MC,36.75
3120,overmarciliofurtado,DANIEL.SILVA,14.6
3121,overmarciliofurtado,DANNIELLE.SALES.MC,8.75
3122,overmarciliofurtado,Dinarte,11.0
3123,overmarciliofurtado,ELISANGELA.DELFINO,15.5
3124,overmarciliofurtado,EMERSON.AZEVEDO.MC,7.0
3125,overmarciliofurtado,Elisangela.Maria,1200.0
3126,overmarciliofurtado,FRANCISCO.NOBRE.MC,1.0
3127,overmarciliofurtado,GILLZICLEY.LIMA.MC,3.33
3128,overmarciliofurtado,IARA.COCENTINO.MC,17.5
3129,overmarciliofurtado,JANDSON.SILVA.MC,11.5
3130,overmarciliofurtado,JEFERSON.NOGUEIRA.MC,5.0
3131,overmarciliofurtado,JESSE.ARRAIS.MC,11.33
3132,overmarciliofurtado,JOAO.SALES.MC,3.5
3133,overmarciliofurtado,KLEYTON.MIRANDA.MC,31.8
3134,overmarciliofurtado,MARCIA.MORAIS.MC,64.8
3135,overmarciliofurtado,MARIA.AUGUSTA.COORD,34.0
3136,overmarciliofurtado,MONICA.SOUSA.MC,31.5
3137,overmarciliofurtado,MURILO.ALMEIDA.MC,30.4
3138,overmarciliofurtado,NAOMI.SANTOS.MC,6.5
3139,overmarciliofurtado,PHILLIPE.LIRA.MC,39.25
3140,overmarciliofurtado,RAFAEL.ALBUQUERQUE.MC,9.6
3141,overmarciliofurtado,RENATO.OLIVEIRA.MC,6.5
3142,overmarciliofurtado,ROBERIO.SILVA.MC,13.6
3143,overmarciliofurtado,ROGERIO.JUNIOR,14.2
3144,overmarciliofurtado,SAULO.TH.MF,21.0
3145,overmarciliofurtado,THIAGO.MENEZES.MC,6.2
3146,overmarciliofurtado,THIAGO.SILVA.MC,14.75
3147,overmarciliofurtado,ULIANA.CLEMENTE.LN,58.8
3148,overmarciliofurtado,WILLIANS.CAMPOS.MC,28.0
3149,overmarciliofurtado,profjorgeluis,22.0
3150,overmarciliofurtado,rafael.alves,35.0
3151,overmossoro,ARYON.SOARES,8.0
3152,overmossoro,DAILTON.FREITAS,13.0
3153,overmossoro,DIEGO.LEITAO,4.6
3154,overmossoro,RAWLINSON.BEZERRA,14.67
3155,overmossoro,THIAGO.MENEZES.MOSSORO,14.4
3156,overmossoro,alamo.silva,8.0
3157,overmossoro,ana.karina,22.0
3158,overmossoro,antonio.alves,18.2
3159,overmossoro,antonio.lima,44.0
3160,overmossoro,arilene.garcia,12.8
3161,overmossoro,augusto.nascimento,8.33
3162,overmossoro,bianca.gomes,11.33
3163,overmossoro,bruna.oliveira,42.0
3164,overmossoro,camila.freitas,38.25
3165,overmossoro,carla.santos,53.8
3166,overmossoro,claudine.freire,69.0
3167,overmossoro,clynton.souza,6.0
3168,overmossoro,eudes.batista,10.67
3169,overmossoro,expedito.raulino,37.0
3170,overmossoro,francisca.lima,25.6
3171,overmossoro,ilana.kelly,15.0
3172,overmossoro,jerfson,5.4
3173,overmossoro,jessica.albulquerque,3.5
3174,overmossoro,josenildo.nascimento,1.0
3175,overmossoro,julia.vasconcelos,28.4
3176,overmossoro,laerte.macedo,65.4
3177,overmossoro,luiza.over,33.8
3178,overmossoro,mara.lopes,24.0
3179,overmossoro,marcus.silva,7.5
3180,overmossoro,milla.cortez,25.6
3181,overmossoro,misleiza.over,42.0
3182,overmossoro,priscila.araujo,11.0
3183,overmossoro,rafael.alves,40.0
3184,overmossoro,raquel.paiva,39.25
3185,overmossoro,rita.rosario,27.0
3186,overmossoro,ruan.ribeiro,26.6
3187,overmossoro,savio.carlos,11.0
3188,overmossoro,simonitalalima,5.0
3189,overmossoro,sirlene.diogenes,7.0
3190,overmossoro,suyane.lira,46.0
3191,overmossoro,tassio.castro,10.25
3192,overmossoro,tatiana.over,13.2
3193,overnascimentodecastro,ADRYANO.GARCAO,14.2
3194,overnascimentodecastro,ALEX.CIRIACO,19.0
3195,overnascimentodecastro,ANTONIO.MELO,21.6
3196,overnascimentodecastro,BRUCE.SILVA,25.4
3197,overnascimentodecastro,CARLOS.MACIEL,15.8
3198,overnascimentodecastro,CLOVIS.NC,14.4
3199,overnascimentodecastro,EDSON.LOSANO,3.25
3200,overnascimentodecastro,FRANCISCO.NOBRE,15.0
3201,overnascimentodecastro,GILLZICLEY.LIMA,12.0
3202,overnascimentodecastro,JEFERSON.NOGUEIRA,20.8
3203,overnascimentodecastro,KLEYTON.MIRANDA,13.5
3204,overnascimentodecastro,PHILLIPE.LIRA,13.2
3205,overnascimentodecastro,RAUL.BASTOS,3.6
3206,overnascimentodecastro,RENATO.OLIVEIRA,20.2
3207,overnascimentodecastro,ROBERIO.SILVA,6.4
3208,overnascimentodecastro,THIAGO.MENEZES,22.8
3209,overnascimentodecastro,WILLIANS.CAMPOS,11.0
3210,overnascimentodecastro,camila.desiderio,43.4
3211,overnascimentodecastro,diego.menezes,15.75
3212,overnascimentodecastro,rafael.alves,35.0
3213,overpontanegra,270319951,63.2
3214,overpontanegra,ADRIANA.VASCONCELOS.PN,63.6
3215,overpontanegra,ALESSANDRA.COORD,543.0
3216,overpontanegra,ANA.CAROLINA.PN,9.8
3217,overpontanegra,BRUCE.LEE.PN,5.2
3218,overpontanegra,BRUNA.RAFAELLA.PN,11.0
3219,overpontanegra,CESAR.ZANDONAI.PN,7.5
3220,overpontanegra,CICERO.BRUNO.PN,9.6
3221,overpontanegra,CLEBER.RODRIGUES.PN,7.8
3222,overpontanegra,CRISTIANO.SOARES.PN,39.0
3223,overpontanegra,DANIEL.LUCAS.PN,26.2
3224,overpontanegra,DANIEL.SILVA.PN,27.2
3225,overpontanegra,DEBORA.VIRGINIA.PN,25.8
3226,overpontanegra,DENISE.ANDREZA.PN,21.4
3227,overpontanegra,EDSON.MICHAEL.PN,17.0
3228,overpontanegra,ELISANGELA.DELFINO.PN,20.0
3229,overpontanegra,ELIZABETE.GOMES.PN,54.0
3230,overpontanegra,Elainne.Suzane,73.2
3231,overpontanegra,FLAVIANA.SANTOS.PN,30.4
3232,overpontanegra,FRANCISCA.ARINUZA.PN,3.8
3233,overpontanegra,FRANCISCO.JAILSON.PN,2.0
3234,overpontanegra,FRANCISCO.WASHINGTON.PN,30.8
3235,overpontanegra,IARA.SILVIA.PN,16.25
3236,overpontanegra,JANDSON.RAFAEL.PN,16.0
3237,overpontanegra,JAQUELINE.COORD,98.4
3238,overpontanegra,JESSE.FABIANO.PN,8.67
3239,overpontanegra,JOAO.LUCAS.PN,12.25
3240,overpontanegra,JOAO.MARCELO.PN,6.0
3241,overpontanegra,JOAO.PAULO.PN,101.5
3242,overpontanegra,JOSILAN.NUNES.PN,14.5
3243,overpontanegra,Josineide.Silva,55.0
3244,overpontanegra,KLEYTON.DE.PN,8.6
3245,overpontanegra,LEANDRO.GURGEL.PN,3.6
3246,overpontanegra,LUCAS.NASCIMENTO.PN,36.25
3247,overpontanegra,LUCIA.CRISTINA.PN,77.67
3248,overpontanegra,MARIA.ANDRESSA.PN,3.25
3249,overpontanegra,MARIA.DAS.PN,6.0
3250,overpontanegra,MAXWELL.GRACILIANO.PN,10.0
3251,overpontanegra,MILENA.DE.PN,37.5
3252,overpontanegra,NAYANE.MEDONCA.PN,7.0
3253,overpontanegra,PHILLIPE.CASTRO.PN,17.0
3254,overpontanegra,RAFAEL.ANDERSON.PN,9.6
3255,overpontanegra,ROBERTO.MEDEIROS.PN,18.33
3256,overpontanegra,RODRIGO.CAVALCANTI.PN,17.6
3257,overpontanegra,SEVIO.FERNANDES.PN,1.0
3258,overpontanegra,VIVIANE.COSTA.PN,7.25
3259,overpontanegra,WILLIANS.DE.PN,36.2
3260,overpontanegra,adryano.garcao,9.0
3261,overpontanegra,angelita,3.0
3262,overpontanegra,arthur.estrela,49.6
3263,overpontanegra,clara.silvestre,8.4
3264,overpontanegra,diego.filipe,5.0
3265,overpontanegra,ivanessa.costaprof,101.25
3266,overpontanegra,maria.souzaprof,5.0
3267,overpontanegra,nayana.marinho,2.0
3268,overpontanegra,profjorgeluis,25.4
3269,overpontanegra,rafael.alves,40.0
3270,overpontanegra,simone.soares,7.0
3271,overpontanegra,thaynara.albuquerque,2.0
3272,overzonanorte,Adailton.Figueiredo,23.2
3273,overzonanorte,Adilson.Junior,10.4
3274,overzonanorte,Adryano.Stwart,12.5
3275,overzonanorte,Alex.Lincoln,16.0
3276,overzonanorte,Ana.Costa,39.0
3277,overzonanorte,Ana.Damasceno,57.8
3278,overzonanorte,Andrea.Germano,37.8
3279,overzonanorte,Andressa.Sa,11.75
3280,overzonanorte,Anna.Rob,65.0
3281,overzonanorte,Antonio.Pereira,35.0
3282,overzonanorte,Bruce.Lee,11.8
3283,overzonanorte,Bruno.Torres,8.5
3284,overzonanorte,Carlos.Alex,4.2
3285,overzonanorte,Cristiano.Micussi,35.5
3286,overzonanorte,Daniel.Silva,40.0
3287,overzonanorte,Dannielle.Sales,16.0
3288,overzonanorte,Diego.Menezes,8.8
3289,overzonanorte,Edson.Losano.zn,10.0
3290,overzonanorte,Elisangela.ZN,16.25
3291,overzonanorte,Fernanda.farias,1.0
3292,overzonanorte,Hellem.Gercina,23.0
3293,overzonanorte,Igor.Oliveira,7.4
3294,overzonanorte,Isaque.Bezerra,40.8
3295,overzonanorte,Jadson.Carvalho,23.2
3296,overzonanorte,Jessica.Leao,28.4
3297,overzonanorte,Jhonatan.Cruz,33.0
3298,overzonanorte,Joao.Lucas,21.5
3299,overzonanorte,Jorge.Luis,19.4
3300,overzonanorte,Kamily.Lima,10.25
3301,overzonanorte,Kleyton.Miranda,28.0
3302,overzonanorte,Lanuk.Silva,66.8
3303,overzonanorte,Leandro.Medeiros,4.0
3304,overzonanorte,Luciana.Santos,18.5
3305,overzonanorte,Mauricio.Alves,6.5
3306,overzonanorte,Maxwell.Teixeira,25.4
3307,overzonanorte,Mayara.Santos,33.8
3308,overzonanorte,Naomi.Santos,10.5
3309,overzonanorte,Pamela.Lopes,20.0
3310,overzonanorte,Raul.Bastos,4.2
3311,overzonanorte,Regis.Silva,29.0
3312,overzonanorte,Sivone.Santos,8.8
3313,overzonanorte,Thiago.Ferraz,14.33
3314,overzonanorte,Wendia.Raquel,11.5
3315,overzonanorte,carlos.lima,912.6
3316,overzonanorte,rafael.alves,40.0
3317,palmares,sas.admin,1801.0
3318,pauloviana,edu.manoel.ferreira,16.0
3319,pedrocamelo,eduprof.antonia.alixandrina.pc,3.0
3320,pedromurilo,eduprof.eliane.maria,1.0
3321,pesenglish,larissamagalhaes,1.0
3322,pesenglish,luizfernando.pes,4.0
3323,physicsalcindocacela,110693,4.0
3324,physicsalcindocacela,Jefferson.franca,37.25
3325,physicsalcindocacela,alexandre.valente,10.0
3326,physicsalcindocacela,allan.carmo,21.33
3327,physicsalcindocacela,anderson.alcindo,5.0
3328,physicsalcindocacela,anderson.henrique,13.75
3329,physicsalcindocacela,anderson.pinheiro,9.5
3330,physicsalcindocacela,andre.douglas,10.75
3331,physicsalcindocacela,aquiles.amaral,6.25
3332,physicsalcindocacela,danilo.alcindo,15.5
3333,physicsalcindocacela,elder.raimundo,1.75
3334,physicsalcindocacela,eurico.lucas,30.75
3335,physicsalcindocacela,francisco.guimaraes,8.0
3336,physicsalcindocacela,gessandro.vitorino,4.0
3337,physicsalcindocacela,gleiciane.pantoja,4.75
3338,physicsalcindocacela,gleidson.douglas,8.5
3339,physicsalcindocacela,hicaro.graffi,8.6
3340,physicsalcindocacela,ivan.gadelha,3.67
3341,physicsalcindocacela,izabelle.quingosta,9.75
3342,physicsalcindocacela,jacqueline.sousa,20.25
3343,physicsalcindocacela,joao.almeida,12.75
3344,physicsalcindocacela,jose.araken,3.0
3345,physicsalcindocacela,karla.furtado,44.0
3346,physicsalcindocacela,lais.amaral,37.0
3347,physicsalcindocacela,marcelo.brazao,5.0
3348,physicsalcindocacela,marcelo.lobato,159.4
3349,physicsalcindocacela,marcelo.rocha,13.5
3350,physicsalcindocacela,marcio.augusto,4.0
3351,physicsalcindocacela,marco.antonio,15.25
3352,physicsalcindocacela,marcos.andre,7.5
3353,physicsalcindocacela,paulo.rodrigo,25.0
3354,physicsalcindocacela,prof.sandrojhordan,5.0
3355,physicsalcindocacela,rafael.alves,35.0
3356,physicsalcindocacela,raimundo.jorge,4.75
3357,physicsalcindocacela,raphael.alcindo,3.0
3358,physicsalcindocacela,rosimery.paula,14.5
3359,physicsalcindocacela,roterdan.edfisica,2.0
3360,physicsalcindocacela,rubem.paulo,5.0
3361,physicsalcindocacela,taiane.couto,17.0
3362,physicsalcindocacela,talita.barrosa,9.0
3363,physicsalcindocacela,thiago.souza,6.0
3364,physicsalcindocacela,thompson.prado,37.25
3365,physicsalcindocacela,victoria.silva,160.8
3366,physicsalcindocacela,waldir.fernando,10.0
3367,physicsalcindocacela,wendel.correa,18.4
3368,physicsalmirantebarroso,Elisandra.monteiro,1.0
3369,physicsalmirantebarroso,adauto.esbell,1.0
3370,physicsalmirantebarroso,alessandra.souza,3.75
3371,physicsalmirantebarroso,aline.cristine,25.6
3372,physicsalmirantebarroso,aline.priscilla,92.4
3373,physicsalmirantebarroso,ana.lucia,87.0
3374,physicsalmirantebarroso,ananda.etienne,29.25
3375,physicsalmirantebarroso,anderson.henrique,8.67
3376,physicsalmirantebarroso,andre.douglas,2.33
3377,physicsalmirantebarroso,antonio.rogrigo,13.5
3378,physicsalmirantebarroso,arlindo.rogerio,13.67
3379,physicsalmirantebarroso,arthur.ferreira,9.5
3380,physicsalmirantebarroso,aux.nagila.venancio,42.2
3381,physicsalmirantebarroso,camila.alves,48.2
3382,physicsalmirantebarroso,carla.amanda,9.0
3383,physicsalmirantebarroso,cesar.augusto,3.0
3384,physicsalmirantebarroso,cleyton.pcardoso,6.0
3385,physicsalmirantebarroso,danielle.sarmento,83.0
3386,physicsalmirantebarroso,danilli.sabrina,90.25
3387,physicsalmirantebarroso,danilo.pereira1,2.5
3388,physicsalmirantebarroso,davison.cesar,4.0
3389,physicsalmirantebarroso,denise.vieira,6.25
3390,physicsalmirantebarroso,elder.raimundo,2.5
3391,physicsalmirantebarroso,eliane.cristina,23.75
3392,physicsalmirantebarroso,elmo.ricardo,9.0
3393,physicsalmirantebarroso,eny.gleice,90.0
3394,physicsalmirantebarroso,erick.shcneider,7.33
3395,physicsalmirantebarroso,eurico.lucas,13.75
3396,physicsalmirantebarroso,felipe.silva,16.33
3397,physicsalmirantebarroso,francisco.bruno,16.67
3398,physicsalmirantebarroso,george.costa,3.75
3399,physicsalmirantebarroso,gilberto.moura,9.25
3400,physicsalmirantebarroso,giselle.portugal,8.75
3401,physicsalmirantebarroso,glads.silva,12.75
3402,physicsalmirantebarroso,gleidson.douglas,4.25
3403,physicsalmirantebarroso,hugo.monteiro,14.67
3404,physicsalmirantebarroso,igor.ferreira,6.75
3405,physicsalmirantebarroso,jeronimo.levi,2.5
3406,physicsalmirantebarroso,joana.ribeiro,1.0
3407,physicsalmirantebarroso,joao.lucas,24.0
3408,physicsalmirantebarroso,jocimar.albernaz,7.5
3409,physicsalmirantebarroso,joseane.lopes,1.0
3410,physicsalmirantebarroso,julio.pereira,7.33
3411,physicsalmirantebarroso,karina.ferreira,12.5
3412,physicsalmirantebarroso,laira.juliana,4.75
3413,physicsalmirantebarroso,larissa.alfaia,6.0
3414,physicsalmirantebarroso,larissa.aragao1,6.33
3415,physicsalmirantebarroso,leandro.monteiro,4.75
3416,physicsalmirantebarroso,leonidas.amaral,8.33
3417,physicsalmirantebarroso,luciany.martins,114.0
3418,physicsalmirantebarroso,luiz.gonzaga,13.0
3419,physicsalmirantebarroso,marcelo.lobato,23.4
3420,physicsalmirantebarroso,marcio.correa,11.75
3421,physicsalmirantebarroso,marcio.santos,19.0
3422,physicsalmirantebarroso,marco.antonio,8.0
3423,physicsalmirantebarroso,maria.isabel,20.33
3424,physicsalmirantebarroso,maria.jesus,18.25
3425,physicsalmirantebarroso,mario.queiroz,11.25
3426,physicsalmirantebarroso,mayara.cristiny,3.25
3427,physicsalmirantebarroso,michel.silva,2.0
3428,physicsalmirantebarroso,milene.lemos,156.0
3429,physicsalmirantebarroso,mon.marcia.mota,8.0
3430,physicsalmirantebarroso,paulo.arthur,16.25
3431,physicsalmirantebarroso,rafael.alves,40.0
3432,physicsalmirantebarroso,rafael.cunha,3.0
3433,physicsalmirantebarroso,raimundo.marques,4.0
3434,physicsalmirantebarroso,sandro.jhordan,5.0
3435,physicsalmirantebarroso,thomas.jefferson,9.75
3436,physicsalmirantebarroso,waldir.fernando,5.0
3437,physicsalmirantebarroso,zilda.silva,51.5
3438,physicsaugustomontenegro,Felipe.alves,2.5
3439,physicsaugustomontenegro,Luiz.felipe,14.5
3440,physicsaugustomontenegro,abner.ribeiro,13.67
3441,physicsaugustomontenegro,adriane.pock,81.0
3442,physicsaugustomontenegro,alessandra.dasilva,15.25
3443,physicsaugustomontenegro,alexandre.donato,2.5
3444,physicsaugustomontenegro,alexandre.salomao,3.0
3445,physicsaugustomontenegro,ana.gillet,7.75
3446,physicsaugustomontenegro,ana.rebelo,11.0
3447,physicsaugustomontenegro,anapaula.costa,90.0
3448,physicsaugustomontenegro,anderson.matos,7.0
3449,physicsaugustomontenegro,anderson.ruivo,7.67
3450,physicsaugustomontenegro,antonio.sampaio,5.0
3451,physicsaugustomontenegro,bianca.contente,4.0
3452,physicsaugustomontenegro,brenda.lino,37.5
3453,physicsaugustomontenegro,bruno.lima,8.0
3454,physicsaugustomontenegro,caique.lisboa,6.0
3455,physicsaugustomontenegro,carla.dosreis,5.75
3456,physicsaugustomontenegro,cleyton.pena,8.0
3457,physicsaugustomontenegro,cristina.barbosa,18.75
3458,physicsaugustomontenegro,danielle.desouza,316.75
3459,physicsaugustomontenegro,darival.cunha,2.0
3460,physicsaugustomontenegro,denise.vieira,10.33
3461,physicsaugustomontenegro,elizangela.faro,17.5
3462,physicsaugustomontenegro,elmo.vidal,8.0
3463,physicsaugustomontenegro,ernesto.dasilva,6.0
3464,physicsaugustomontenegro,fabio.dacosta,4.67
3465,physicsaugustomontenegro,fernanda.ferreira,7.75
3466,physicsaugustomontenegro,flavio.pinto,8.0
3467,physicsaugustomontenegro,francisco.uchoa,9.0
3468,physicsaugustomontenegro,gabriela.garcia,122.75
3469,physicsaugustomontenegro,giberto.lopes,7.5
3470,physicsaugustomontenegro,gleidson.delima,3.0
3471,physicsaugustomontenegro,gustavo.dossantos,1.0
3472,physicsaugustomontenegro,helena.veloso,6.67
3473,physicsaugustomontenegro,hilda.parente,393.0
3474,physicsaugustomontenegro,hugo.pena,7.0
3475,physicsaugustomontenegro,isabela.ribeiro,8.0
3476,physicsaugustomontenegro,janaina.costa,74.25
3477,physicsaugustomontenegro,jeronimo.moraes,17.5
3478,physicsaugustomontenegro,joane.aragao,8.5
3479,physicsaugustomontenegro,joao.alves,14.5
3480,physicsaugustomontenegro,joelson.dasilva,4.5
3481,physicsaugustomontenegro,jordama.tavares,46.25
3482,physicsaugustomontenegro,joseane.lopes,1.0
3483,physicsaugustomontenegro,josiane.dasilva,97.0
3484,physicsaugustomontenegro,julio.neto,13.33
3485,physicsaugustomontenegro,laira.barros,8.5
3486,physicsaugustomontenegro,leila.maia,7.5
3487,physicsaugustomontenegro,leonardo.vieira,4.33
3488,physicsaugustomontenegro,lidiane.alyne,54.5
3489,physicsaugustomontenegro,lorena.esteves,9.25
3490,physicsaugustomontenegro,luana.dacosta,61.0
3491,physicsaugustomontenegro,marcelo.brito,7.0
3492,physicsaugustomontenegro,marcelo.lobatodossantos,22.0
3493,physicsaugustomontenegro,marcio.marcal,1.0
3494,physicsaugustomontenegro,mario.pereira,11.0
3495,physicsaugustomontenegro,moises.almeida,1.67
3496,physicsaugustomontenegro,paulo.araujo,8.5
3497,physicsaugustomontenegro,rafael.alves,40.0
3498,physicsaugustomontenegro,rafael.delima,2.0
3499,physicsaugustomontenegro,sandro.santos,15.67
3500,physicsaugustomontenegro,shirley.medeiros,6.25
3501,physicsaugustomontenegro,silvane.almeida,92.0
3502,physicsaugustomontenegro,tainara.oliveira,85.4
3503,physicsaugustomontenegro,talita.dasilva,10.25
3504,physicsaugustomontenegro,thiago.dasilva,13.0
3505,physicsaugustomontenegro,thifany.mendes,6.5
3506,physicsaugustomontenegro,wagner.ribeiro,20.0
3507,physicsaugustomontenegro,waldir.junior,2.5
3508,physicsaugustomontenegro,wendel.correa,12.0
3509,physicsbatistacampos,Ananda.paixao,30.25
3510,physicsbatistacampos,Jamile.brito,24.0
3511,physicsbatistacampos,Luana.almeida,59.25
3512,physicsbatistacampos,Rubervan.leite,24.5
3513,physicsbatistacampos,Thais.nunes,15.0
3514,physicsbatistacampos,adauto.junior,4.25
3515,physicsbatistacampos,alessandra.silva,18.75
3516,physicsbatistacampos,alex.paulo,7.5
3517,physicsbatistacampos,amanda.daniella,36.75
3518,physicsbatistacampos,ana.cardosos,70.0
3519,physicsbatistacampos,angela.cristina,147.75
3520,physicsbatistacampos,camila.rodrigues,3.75
