,namespace,owner,"Média de exércicios selecionados, curados ou criados por mês"
1871,cursosazambuja,profaza03,99.86
1872,cursosazambuja,profaza07,112.0
1873,cursosazambuja,profaza08,55.17
1874,cursosazambuja,profaza14,589.25
1875,cursosazambuja,profaza16,260.67
1876,cursosazambuja,profaza25,53.12
1877,cursosazambuja,profaza30,516.0
1878,cursosazambuja,profaza31,124.5
1879,cursosazambuja,profaza32,64.25
1880,cursosazambuja,profaza33,31.33
1881,cursosazambuja,profaza71,1.0
1882,dante,adminsas,1018.67
1883,dante,leinadias,10.0
1884,dante,paula.dante,50.0
1885,dante,sas.admin,1660.8
1886,dante,sas.prof,23.0
1887,dante,sas1549651,6.0
1888,deltaeducacional,delta.andrerowe,21.33
1889,deltaeducacional,delta.lucio,298.0
1890,deltaeducacional,deltaahmad.abdul,12.67
1891,deltaeducacional,deltaevandro.sanches,16.33
1892,deltaeducacional,deltaflavia.regina,12.0
1893,deltaeducacional,deltahercules.dourado,4.5
1894,deltaeducacional,deltaheron.domingues,18.83
1895,deltaeducacional,deltajose.alberto,15.33
1896,deltaeducacional,deltakayo.marcos,8.17
1897,deltaeducacional,deltamatheus.rodrigues,14.8
1898,deltaeducacional,deltaotavio.laraia,22.67
1899,deltaeducacional,deltarodrigo.lima,23.83
1900,deltaeducacional,deltarodrigo.silva,14.29
1901,deltaeducacional,deltarogger.diego,26.14
1902,deltaeducacional,deltasergio.henrique,16.0
1903,deltaeducacional,deltathiago.fabricio,14.83
1904,deltaeducacional,deltatoniato.freire,42.17
1905,deltaeducacional,deltavalter.paulo,30.67
1906,deltaeducacional,deltavictor.alonso,23.33
1907,deltaeducacional,deltawillian.santos,34.88
1908,domhelder,eduprof.bruna.sonaly,1.0
1909,domhelder,eduprof.mavisuziane.silva,2.0
1910,dommga,sas1026261,5.0
1911,duquecastilho,renato.carneiro,3.5
1912,eacorcovado,cbrener,113.12
1913,eacorcovado,eacalexandrecoelho,27.0
1914,eacorcovado,eacanacastro,189.43
1915,eacorcovado,eacandreapereira,24.0
1916,eacorcovado,eacandrebasseres,21.5
1917,eacorcovado,eacandreklevenhusen,20.0
1918,eacorcovado,eacarmandotramontano,35.5
1919,eacorcovado,eaccarinadiniz,20.0
1920,eacorcovado,eaccarloslima,58.29
1921,eacorcovado,eaccarlossilva,2.0
1922,eacorcovado,eacdeborabraga,10.0
1923,eacorcovado,eacdeboralinhares,37.5
1924,eacorcovado,eacdenisemachado,46.0
1925,eacorcovado,eaceduardojunior,77.25
1926,eacorcovado,eacetheldriesen,28.6
1927,eacorcovado,eacfabiomercon,44.57
1928,eacorcovado,eacfranciscosilva,127.38
1929,eacorcovado,eachellendutra,19.6
1930,eacorcovado,eacjanainasilva,32.0
1931,eacorcovado,eacjoaochaves,11.0
1932,eacorcovado,eacjohannbecker,27.33
1933,eacorcovado,eacjosejunior,17.0
1934,eacorcovado,eacjuliacarvalho,17.0
1935,eacorcovado,eacluisaalves,21.0
1936,eacorcovado,eacmarcelolopes,18.33
1937,eacorcovado,eacrobsonconceicao,21.0
1938,eacorcovado,eacsergioduque,62.0
1939,eacorcovado,eacverenaalberti,79.12
1940,eacorcovado,eacwagnersilva,37.0
1941,eacorcovado,goliveira,28.14
1942,eacorcovado,hribeiro,40.43
1943,eacorcovado,mchristino,85.0
1944,eacorcovado,rribeiroeduqo,14.25
1945,eccos,AngelicaBonanno,16.5
1946,eccos,DTO,46.43
1947,eccos,HenryQMagico,40.14
1948,eccos,Lucianafoloni,74.29
1949,eccos,LucianoLopes,20.71
1950,eccos,alanaturetta,45.57
1951,eccos,alinematsushita,26.5
1952,eccos,aloissis,85.86
1953,eccos,brunamferreira,60.0
1954,eccos,carlaabe,6.0
1955,eccos,cmlrodrigues,8.67
1956,eccos,ericadiogo,17.0
1957,eccos,fabiacsl79,11.8
1958,eccos,girlayne,46.14
1959,eccos,joseveloso,2.0
1960,eccos,julianabb95,44.0
1961,eccos,katiacastro,23.0
1962,eccos,laila92,44.57
1963,eccos,lamascamila,30.33
1964,eccos,lsduarte,20.71
1965,eccos,milenacgcrm98,25.0
1966,eccos,oluwatosin,31.62
1967,eccos,paola.ferraz,4.5
1968,eccos,patriciaa40,27.0
1969,eccos,pedrocewald,33.29
1970,eccos,priscilagiovanini,77.29
1971,eccos,profclaytonrodrigo,104.0
1972,eccos,rubiahms94,76.29
1973,eccos,samarabj94,12.0
1974,eccos,thaisr1,3.0
1975,eccos,wendylg40,16.5
1976,educamais,edu.luciano.filho,339.5
1977,educamais,edu.luciano.silva,84.25
1978,educamais,gercimario.francisco,3.5
1979,educandarioterciocorreia,lailma.batista,42.6
1980,educandarioterciocorreia,profcarloscavalcanti,91.83
1981,educandarioterciocorreia,profcosmesilva,29.25
1982,educandarioterciocorreia,profedsonalves,21.6
1983,educandarioterciocorreia,profflaviomenezes,89.38
1984,educandarioterciocorreia,profpriscilasantos,34.0
1985,educandarioterciocorreia,profrhuanahonorio,53.67
1986,educandarioterciocorreia,profrodolfosantos,20.0
1987,educandarioterciocorreia,profsandraleao,41.14
1988,educandarioterciocorreia,proftarcizioxavier,96.57
1989,educandarioterciocorreia,profthaissantos,53.5
1990,educarse,Cleverson.goulart,9.0
1991,educarse,allan.santos,16.5
1992,educarse,ari.campos,20.0
1993,educarse,brunob.oliveira,15.33
1994,educarse,cesar.visini,10.5
1995,educarse,coord.educarse,309.0
1996,educarse,davi.desouza,9.0
1997,educarse,elder.levi,10.5
1998,educarse,julia.blanco,17.5
1999,educarse,karen.ferreira,13.0
2000,educarse,laura.helena,20.0
2001,educarse,lucaselsilva,45.0
2002,educarse,luiz.godoy,16.5
2003,educarse,mariana.loureiro,18.33
2004,educarse,mariana.nerome,10.88
2005,educarse,mateusgaspar,30.0
2006,educarse,reinaldo.junior,30.0
2007,educarse,sofia.souza,1.5
2008,educarse,vitor.sposito,3.67
2009,einsteinassis,coord1.einstein,973.5
2010,einsteinassis,einstein.carolinaespinoza,96.0
2011,einsteinassis,einstein.cibeleraio,140.25
2012,einsteinassis,einstein.gabriel,6.0
2013,einsteinassis,einstein.henrique,17.5
2014,einsteinassis,einstein.ivanalves,50.75
2015,einsteinassis,einstein.jessicabrizzi,65.5
2016,einsteinassis,einstein.juliohartmann,123.86
2017,einsteinassis,einstein.kerliieger,72.0
2018,einsteinassis,einstein.leticiagrejo,3.0
2019,einsteinassis,einstein.marinafernandes,15.0
2020,einsteinassis,einstein.matheusbertti,25.6
2021,einsteinassis,einstein.matheusklipel,4.75
2022,einsteinassis,einstein.nataliaparmegiani,95.83
2023,einsteinassis,einstein.nataliaportugues,107.33
2024,einsteinassis,einstein.nilsonmateus,139.4
2025,einsteinassis,einstein.paulaverderesi,87.0
2026,einsteinassis,einstein.profdebora,69.2
2027,einsteinassis,einstein.renancilo,30.0
2028,einsteinassis,einstein.rosangelainfantil,5.0
2029,einsteinassis,einstein.sidneiaraujo,181.17
2030,einsteinassis,einstein.stephanieborges,205.0
2031,einsteinassis,einstein.viniciusribeiro,8.33
2032,einsteinassis,prof1.einstein,17.0
2033,eldapereira,eduprof.ana.maria.ep,2.0
2034,eldapereira,eduprof.eliane.ferreira.ep,10.0
2035,eldapereira,eduprof.maria.pinto.ep,1.0
2036,elitecuritiba,jonasstanley,96.0
2037,elitecuritiba,sidnei.christoff,19.33
2038,elitecuritibaemilianoperneta,ademir.santos,13.88
2039,elitecuritibaemilianoperneta,amanda.coutinho,56.0
2040,elitecuritibaemilianoperneta,ariane.chagas,132.0
2041,elitecuritibaemilianoperneta,augusto.pinheiro,24.0
2042,elitecuritibaemilianoperneta,cintia.ferreira,19.4
2043,elitecuritibaemilianoperneta,diego.lima,1.0
2044,elitecuritibaemilianoperneta,eduardo.sabrito,15.75
2045,elitecuritibaemilianoperneta,eduardo.souza,10.0
2046,elitecuritibaemilianoperneta,eduardo.stelle1,19.25
2047,elitecuritibaemilianoperneta,eliaquim.silva,173.0
2048,elitecuritibaemilianoperneta,erivaldo.rios1,10.5
2049,elitecuritibaemilianoperneta,giovani.miranda1,17.5
2050,elitecuritibaemilianoperneta,giovanna.valenza1,21.0
2051,elitecuritibaemilianoperneta,guilherme.barbosa1,20.25
2052,elitecuritibaemilianoperneta,gustavo.olesko,50.0
2053,elitecuritibaemilianoperneta,joao.merkle1,11.5
2054,elitecuritibaemilianoperneta,jomar.lima,6.67
2055,elitecuritibaemilianoperneta,jonasstanley,96.0
2056,elitecuritibaemilianoperneta,jonathan.justino,24.12
2057,elitecuritibaemilianoperneta,jose.nunes,4.0
2058,elitecuritibaemilianoperneta,juliano.lima1,10.25
2059,elitecuritibaemilianoperneta,leandro.gorski,9.12
2060,elitecuritibaemilianoperneta,leandro.rodrigues,9.5
2061,elitecuritibaemilianoperneta,leonardo.ceschin,228.57
2062,elitecuritibaemilianoperneta,luiz.toniolo,52.0
2063,elitecuritibaemilianoperneta,paulo.bega,8.25
2064,elitecuritibaemilianoperneta,sidnei.christoff,13.88
2065,elitecuritibaemilianoperneta,virginie.isber,9.17
2066,eluneonline,Renatalopes,26.33
2067,eluneonline,francisadm,80.25
2068,eluneonline,profanapaula,6.0
2069,eluneonline,profcaroline,31.5
2070,engenhomoscou,eduprof.anna.karina,1.0
2071,equipe,sas.admin,2993.75
2072,equipe,sas.professor,6.0
2073,escolaceciliameireles,profcmeireles04,22.5
2074,escolaceciliameireles,profcmeireles05,102.8
2075,escolaceciliameireles,profcmeireles07,48.0
2076,escolaceciliameireles,profcmeireles08,16.25
2077,escolaceciliameireles,profcmeireles09,24.25
2078,escolaceciliameireles,profcmeireles10,58.83
2079,escolaceciliameireles,profcmeireles15,34.71
2080,escoladofuturo,escoladofuturo,8.0
2081,escoladofuturo,sas.admin,1655.0
2082,escolajardimdasnacoes,escolajardimdasnacoes,3.0
2083,escolajardimdasnacoes,sas.admin,8968.0
2084,escolajardimdasnacoes,sas.professor,7.0
2085,escolamaster,adminsas,2848.67
2086,escolamaster,sas1535399,18.75
2087,escolamaster,sas1574166,20.0
2088,escolamaster,sas1575338,13.5
2089,escolamaster,sas753055,24.83
2090,escolamaster,sas753057,70.0
2091,escolamaster,sas753060,22.0
2092,escolamaster,sas753064,45.33
2093,escolamaster,sas753068,60.0
2094,escolamaster,sas753074,20.0
2095,escolamaster,sas753080,40.0
2096,escolamaster,sas757614,30.0
2097,escolamaster,sas758778,10.0
2098,escolavida,master.cicero.ramon,27.0
2099,escolavida,master.francisca.amanda,78.0
2100,escolavida,master.luana.barros,34.0
2101,escolavida,master.maria.telma,77.0
2102,escolavida,master.pedro.costa,62.0
2103,escolavida,master.poliana.garcia,39.0
2104,esmg,sas.admin,2446.5
2105,faculdadeflamingo,MaurodeOliveira,11.0
2106,faculdadeflamingo,Quarthero10,7.8
2107,faculdadeflamingo,RaphaelMatos10,10.0
2108,faculdadeflamingo,adilsonbelluomini10,122.14
2109,faculdadeflamingo,alessandrorosini10,7.5
2110,faculdadeflamingo,alexandrefernandes10,21.83
2111,faculdadeflamingo,andreaamalfi10,14.0
2112,faculdadeflamingo,andreascotton10,12.0
2113,faculdadeflamingo,arnaldoforti10,43.0
2114,faculdadeflamingo,cesarloureiro10,3.67
2115,faculdadeflamingo,chirleysilva10,80.43
2116,faculdadeflamingo,debersonalmeida10,12.4
2117,faculdadeflamingo,dinoeliasouza10,11.0
2118,faculdadeflamingo,dirceujunior10,14.71
2119,faculdadeflamingo,edilfilho10,37.86
2120,faculdadeflamingo,ednilsonsantos10,13.33
2121,faculdadeflamingo,eleuzaoliveira10,10.0
2122,faculdadeflamingo,elidamacedo10,3.0
2123,faculdadeflamingo,enitarodrigues,37.75
2124,faculdadeflamingo,fernandolopes10,20.2
2125,faculdadeflamingo,franciscosouza10,19.14
2126,faculdadeflamingo,gilbertocabral10,38.43
2127,faculdadeflamingo,ginamiranda10,98.57
2128,faculdadeflamingo,glauconascimento,8.0
2129,faculdadeflamingo,iaiaCuma10,40.0
2130,faculdadeflamingo,ilkavercelino10,6.0
2131,faculdadeflamingo,jailsonsantos10,46.5
2132,faculdadeflamingo,joaocrescenzzo10,39.0
2133,faculdadeflamingo,josecampos10,68.12
2134,faculdadeflamingo,josesoares10,8.67
2135,faculdadeflamingo,lilianemonay10,12.25
2136,faculdadeflamingo,lucimarrodrigues10,47.14
2137,faculdadeflamingo,luissantos10,38.5
2138,faculdadeflamingo,marcoguerrera10,22.0
2139,faculdadeflamingo,mariadelphino10,29.88
2140,faculdadeflamingo,mariasgorbissa10,29.67
2141,faculdadeflamingo,mariasouza10,16.0
2142,faculdadeflamingo,marioramires10,5.0
2143,faculdadeflamingo,monicakarsokas10,10.0
2144,faculdadeflamingo,nataliciosilva10,46.0
2145,faculdadeflamingo,osmarsaito10,27.14
2146,faculdadeflamingo,paulopereira10,16.71
2147,faculdadeflamingo,pedrobonetto10,7.43
2148,faculdadeflamingo,pedrofilho10,10.0
2149,faculdadeflamingo,rafaelmurakami,35.0
2150,faculdadeflamingo,reginaldolouza10,10.5
2151,faculdadeflamingo,renata.matsuo,22.0
2152,faculdadeflamingo,robertamoreira,16.5
2153,faculdadeflamingo,rogeriocortes10,2.0
2154,faculdadeflamingo,rubensjunior10,35.0
2155,faculdadeflamingo,rudolfohesse10,40.57
2156,faculdadeflamingo,said10,63.57
2157,faculdadeflamingo,silviasilva10,8.0
2158,faculdadeflamingo,silvioamalfi10,11.0
2159,faculdadeflamingo,simonecassia10,8.0
2160,faculdadeflamingo,vanderleisantos10,65.2
2161,faculdadeflamingo,wandooliveira10,62.5
2162,faculdadeflamingo,wellingtoncarvalho10,20.5
2163,faculdadeflamingo,wesleyfernandez,7.8
2164,forumcultural,forumcultural,86.0
2165,forumcultural,sas.admin,4567.67
2166,forumcultural,sas.professor,6.0
2167,franciscopinto,eduprof.antonio.ferreira,1.0
2168,franciscopinto,eduprof.francisca.esmenia,3.33
2169,francobrasileiro,admin.franco,361.0
2170,francobrasileiro,adminsas,15138.0
2171,francobrasileiro,sas1368090,15.0
2172,francobrasileiro,sas1368093,12.0
2173,francobrasileiro,sas1368095,5.0
2174,francobrasileiro,sas1368098,9.0
2175,francobrasileiro,sas1368099,15.0
2176,francobrasileiro,sas1368100,15.5
2177,francobrasileiro,sas1476091,2.0
2178,francobrasileiro,sas1476098,3.5
2179,fundacaobradesco,sas.admin,11909.0
2180,galois,sas.admin,1980.0
2181,galois,sas.professor,11.0
2182,gamt,denisesales,32.0
2183,gamt,luanarvs12,10.0
2184,goncalomartins,eduprof.maria.sandra.gs,1.0
2185,guilhermefilho,eduprof.maria.iranedes.gf,1.0
2186,habilisescolaecurso,master.elvira.carmen,7.0
2187,hamiltondarocha,edu.luciano.filho,8.0
2188,hamiltondarocha,eduprof.antonia.jordanna,1.0
2189,hamiltondarocha,eduprof.edinardo.dos,1.0
2190,hamiltondarocha,eduprof.francisca.rosiane,3.0
2191,hamiltondarocha,eduprof.francisco.junior,39.5
2192,hamiltondarocha,eduprof.jainara.santos,10.5
2193,hamiltondarocha,eduprof.luis.antonio,56.0
2194,hamiltondarocha,eduprof.maria.das,92.0
2195,hamiltondarocha,eduprof.maria.eleni,10.0
2196,herciliovilanova,gercimario.francisco,6.0
2197,idaam,rafael.alves,122.0
2198,idb,sas.admin,1077.33
2199,idb,sas.professor,12.0
2200,insa,adelio.neto,58.75
2201,insa,alexandre.mychel,76.0
2202,insa,alvaro.cesar,28.83
2203,insa,andrelly.silva,9.5
2204,insa,antonio.flavio,53.67
2205,insa,barra.samanta,12.5
2206,insa,fatima.nunes,18.4
2207,insa,geanice.raimunda,732.17
2208,insa,geovan.silva,122.83
